State,Year,Age,Type of Disorder,Sex,Type of Mental Disorder,Occupation,"New cases per 100,000","New Cases / 100,000",
Assam,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,166.684711,166,
Delhi,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,217.844459,217,
Goa,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,224.5307322,224,
Haryana,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,197.1650977,197,
Karnataka,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,191.9176181,191,
Kerala,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,193.5789467,193,
Maharashtra,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,193.2983599,193,
Manipur,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,162.0737946,162,
Meghalaya,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,171.0370333,171,
Mizoram,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,182.8566053,182,
Nagaland,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,178.346203,178,
Odisha,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,168.8296787,168,
Punjab,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,186.9627985,186,
Rajasthan,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,172.0422226,172,
Sikkim,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,211.3750868,211,
Tamil Nadu,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,190.7688647,190,
Tripura,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,173.5661371,173,
West Bengal,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,173.2270181,173,
Bihar,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,146.5435721,146,
Chhattisgarh,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,172.073389,172,
Jharkhand,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,162.1111031,162,
Madhya Pradesh,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,164.916375,164,
Uttar Pradesh,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,158.430109,158,
Gujarat,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,190.5072884,190,
Telangana,2019,10-14 y,Mental Disorder,Female,Eating disorders,School Student,192.5069915,192,
Jammu & Kashmir and Ladakh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Arunachal Pradesh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Uttarakhand,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Himachal Pradesh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,41.86430856,41,
Other Union Territories,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,23.32604025,23,
Andhra Pradesh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Assam,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Delhi,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Goa,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,14.53687502,14,
Haryana,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,22.35659517,22,
Karnataka,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.35459197,26,
Kerala,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,23.27850886,23,
Maharashtra,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,42.27669771,42,
Manipur,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Meghalaya,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Mizoram,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Nagaland,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Odisha,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,18.2721429,18,
Punjab,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Rajasthan,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Sikkim,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Tamil Nadu,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,29.04371946,29,
Tripura,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
West Bengal,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Bihar,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Chhattisgarh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Jharkhand,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Madhya Pradesh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Uttar Pradesh,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Gujarat,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,26.39835284,26,
Telangana,2019,10-14 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,School Student,23.22019663,23,
Jammu & Kashmir and Ladakh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Arunachal Pradesh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Uttarakhand,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Himachal Pradesh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,16.50728799,16,
Other Union Territories,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,9.151924861,9,
Andhra Pradesh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Assam,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Delhi,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Goa,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,5.671949772,5,
Haryana,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,8.782203503,8,
Karnataka,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.45985482,10,
Kerala,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,9.05904691,9,
Maharashtra,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,17.54111288,17,
Manipur,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Meghalaya,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Mizoram,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Nagaland,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Odisha,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,7.111716023,7,
Punjab,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Rajasthan,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Sikkim,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Tamil Nadu,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,11.40590422,11,
Tripura,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
West Bengal,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Bihar,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Chhattisgarh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Jharkhand,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Madhya Pradesh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Uttar Pradesh,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Gujarat,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,10.41584274,10,
Telangana,2019,10-14 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,School Student,9.170239421,9,
Jammu & Kashmir and Ladakh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.531482359,4,
Arunachal Pradesh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.531041064,4,
Uttarakhand,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.533581728,4,
Himachal Pradesh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.490885003,4,
Other Union Territories,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.481352742,4,
Andhra Pradesh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.511243907,4,
Assam,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.547290244,4,
Delhi,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.463294593,4,
Goa,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.566978617,4,
Haryana,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.5062113,4,
Karnataka,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.526444545,4,
Kerala,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.531451126,4,
Maharashtra,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.549094672,4,
Manipur,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.506733628,4,
Meghalaya,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.543940345,4,
Mizoram,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.5411819,4,
Nagaland,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.533118873,4,
Odisha,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.510833496,4,
Punjab,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.524443072,4,
Rajasthan,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.549466042,4,
Sikkim,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.538928947,4,
Tamil Nadu,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.287862658,4,
Tripura,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.514437768,4,
West Bengal,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.519676254,4,
Bihar,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.499713084,4,
Chhattisgarh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.491988062,4,
Jharkhand,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.507888582,4,
Madhya Pradesh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.541031762,4,
Uttar Pradesh,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.506061995,4,
Gujarat,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.541386928,4,
Telangana,2019,10-14 y,Mental Disorder,Male,Schizophrenia,School Student,4.53813306,4,
Jammu & Kashmir and Ladakh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.72764144,3,
Arunachal Pradesh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.669918888,3,
Uttarakhand,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.707106544,3,
Himachal Pradesh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.716972807,3,
Other Union Territories,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.75444937,3,
Andhra Pradesh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.699482174,3,
Assam,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.683734381,3,
Delhi,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.721377441,3,
Goa,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.728260205,3,
Haryana,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.717101387,3,
Karnataka,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.770399425,3,
Kerala,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.692213946,3,
Maharashtra,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.733311273,3,
Manipur,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.712729347,3,
Meghalaya,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.690952163,3,
Mizoram,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.714009817,3,
Nagaland,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.694649272,3,
Odisha,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.712160602,3,
Punjab,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.689119788,3,
Rajasthan,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.695132394,3,
Sikkim,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.732586295,3,
Tamil Nadu,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.466221331,3,
Tripura,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.698631557,3,
West Bengal,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.709398355,3,
Bihar,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.704234588,3,
Chhattisgarh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.722294453,3,
Jharkhand,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.692187364,3,
Madhya Pradesh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.717916162,3,
Uttar Pradesh,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.730657924,3,
Gujarat,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.713459399,3,
Telangana,2019,10-14 y,Mental Disorder,Female,Schizophrenia,School Student,3.690908407,3,
Jammu & Kashmir and Ladakh,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,439.5519931,439,
Arunachal Pradesh,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,441.5535149,441,
Uttarakhand,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,441.2673819,441,
Himachal Pradesh,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,436.9664925,436,
Other Union Territories,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,443.3983174,443,
Andhra Pradesh,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,443.2437911,443,
Assam,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,447.3100678,447,
Delhi,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,435.108018,435,
Goa,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,326.2038532,326,
Haryana,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,438.6028038,438,
Karnataka,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,439.915967,439,
Kerala,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,509.0597208,509,
Maharashtra,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,435.4400405,435,
Manipur,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,527.6022577,527,
Meghalaya,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,440.3215586,440,
Mizoram,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,438.1640999,438,
Nagaland,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,439.9310792,439,
Odisha,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,442.4440966,442,
Punjab,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,391.3455143,391,
Rajasthan,2019,15-19 y,Mental Disorder,Male,Anxiety disorders,School Student,491.1622224,491,
